study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	tax_id	scientific_name	instrument_model	library_layout	fastq_ftp	fastq_galaxy	submitted_ftp	submitted_galaxy
PRJEB8640	ERP009661	SAMEA3267959	ERS663936	ERX711549	ERR768276	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768276/ERR768276_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768276/ERR768276_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768276/ERR768276_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768276/ERR768276_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ185_S281_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ185_S281_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ185_S281_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ185_S281_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267960	ERS663937	ERX711550	ERR768277	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768277/ERR768277_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768277/ERR768277_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768277/ERR768277_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768277/ERR768277_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ186_S282_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ186_S282_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ186_S282_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ186_S282_L001_R1_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267961	ERS663938	ERX711551	ERR768278	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768278/ERR768278_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768278/ERR768278_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768278/ERR768278_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768278/ERR768278_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ187_S283_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ187_S283_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ187_S283_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ187_S283_L001_R1_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267962	ERS663939	ERX711552	ERR768279	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768279/ERR768279_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768279/ERR768279_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768279/ERR768279_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768279/ERR768279_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ188_S284_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ188_S284_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ188_S284_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ188_S284_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267963	ERS663940	ERX711553	ERR768280	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768280/ERR768280_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768280/ERR768280_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768280/ERR768280_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768280/ERR768280_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ189_S285_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ189_S285_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ189_S285_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ189_S285_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3268159	ERS664136	ERX711554	ERR768281	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768281/ERR768281_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768281/ERR768281_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768281/ERR768281_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768281/ERR768281_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ18_S18_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ18_S18_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ18_S18_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ18_S18_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267964	ERS663941	ERX711555	ERR768282	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768282/ERR768282_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768282/ERR768282_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768282/ERR768282_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768282/ERR768282_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ190_S286_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ190_S286_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ190_S286_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ190_S286_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267965	ERS663942	ERX711556	ERR768283	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768283/ERR768283_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768283/ERR768283_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768283/ERR768283_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768283/ERR768283_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ191_S287_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ191_S287_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ191_S287_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ191_S287_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267966	ERS663943	ERX711557	ERR768284	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768284/ERR768284_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768284/ERR768284_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768284/ERR768284_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768284/ERR768284_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ192_S288_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ192_S288_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ192_S288_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ192_S288_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267967	ERS663944	ERX711558	ERR768285	549062	Heriades truncorum	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768285/ERR768285_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768285/ERR768285_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768285/ERR768285_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768285/ERR768285_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ193_S97_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ193_S97_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ193_S97_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ193_S97_L001_R1_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267968	ERS663945	ERX711559	ERR768286	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768286/ERR768286_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768286/ERR768286_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768286/ERR768286_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768286/ERR768286_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ194_S98_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ194_S98_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ194_S98_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ194_S98_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267969	ERS663946	ERX711560	ERR768287	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768287/ERR768287_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768287/ERR768287_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768287/ERR768287_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768287/ERR768287_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ195_S99_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ195_S99_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ195_S99_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ195_S99_L001_R1_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267970	ERS663947	ERX711561	ERR768288	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768288/ERR768288_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768288/ERR768288_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768288/ERR768288_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768288/ERR768288_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ196_S100_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ196_S100_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ196_S100_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ196_S100_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267971	ERS663948	ERX711562	ERR768289	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768289/ERR768289_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768289/ERR768289_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768289/ERR768289_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768289/ERR768289_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ197_S101_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ197_S101_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ197_S101_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ197_S101_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267972	ERS663949	ERX711563	ERR768290	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768290/ERR768290_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768290/ERR768290_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768290/ERR768290_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768290/ERR768290_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ198_S102_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ198_S102_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ198_S102_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ198_S102_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267973	ERS663950	ERX711564	ERR768291	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768291/ERR768291_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768291/ERR768291_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768291/ERR768291_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768291/ERR768291_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ199_S103_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ199_S103_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ199_S103_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ199_S103_L001_R1_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3268160	ERS664137	ERX711565	ERR768292	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768292/ERR768292_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768292/ERR768292_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768292/ERR768292_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768292/ERR768292_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ19_S19_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ19_S19_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ19_S19_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ19_S19_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267793	ERS663770	ERX711566	ERR768293	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768293/ERR768293_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768293/ERR768293_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768293/ERR768293_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768293/ERR768293_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ1_S1_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ1_S1_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ1_S1_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ1_S1_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267974	ERS663951	ERX711567	ERR768294	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768294/ERR768294_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768294/ERR768294_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768294/ERR768294_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768294/ERR768294_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ200_S104_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ200_S104_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ200_S104_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ200_S104_L001_R1_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267975	ERS663952	ERX711568	ERR768295	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768295/ERR768295_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768295/ERR768295_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768295/ERR768295_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768295/ERR768295_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ201_S105_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ201_S105_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ201_S105_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ201_S105_L001_R1_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267976	ERS663953	ERX711569	ERR768296	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768296/ERR768296_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768296/ERR768296_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768296/ERR768296_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768296/ERR768296_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ202_S106_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ202_S106_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ202_S106_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ202_S106_L001_R1_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267977	ERS663954	ERX711570	ERR768297	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768297/ERR768297_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768297/ERR768297_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768297/ERR768297_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768297/ERR768297_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ203_S107_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ203_S107_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ203_S107_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ203_S107_L001_R1_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3268169	ERS664146	ERX711571	ERR768298	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768298/ERR768298_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768298/ERR768298_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768298/ERR768298_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768298/ERR768298_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ204_S108_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ204_S108_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ204_S108_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ204_S108_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267978	ERS663955	ERX711572	ERR768299	549062	Heriades truncorum	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768299/ERR768299_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768299/ERR768299_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768299/ERR768299_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768299/ERR768299_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ205_S109_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ205_S109_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ205_S109_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ205_S109_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267979	ERS663956	ERX711573	ERR768300	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768300/ERR768300_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768300/ERR768300_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768300/ERR768300_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768300/ERR768300_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ206_S110_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ206_S110_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ206_S110_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ206_S110_L001_R2_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267980	ERS663957	ERX711574	ERR768301	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768301/ERR768301_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768301/ERR768301_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768301/ERR768301_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768301/ERR768301_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ207_S111_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ207_S111_L001_R1_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ207_S111_L001_R2_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ207_S111_L001_R1_001.fastq.gz
PRJEB8640	ERP009661	SAMEA3267981	ERS663958	ERX711575	ERR768302	1437190	Osmia bicornis	Illumina MiSeq	PAIRED	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768302/ERR768302_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768302/ERR768302_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768302/ERR768302_2.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR768/ERR768302/ERR768302_1.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ208_S112_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ208_S112_L001_R2_001.fastq.gz	ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ208_S112_L001_R1_001.fastq.gz;ftp.sra.ebi.ac.uk/vol1/ERA411/ERA411823/fastq/PoJ208_S112_L001_R2_001.fastq.gz
